SETTLEMENT DATE,CUSIP,SYMBOL,QUANTITY (FAILS),DESCRIPTION,PRICE
20200925,36467W109,GME,901845.0,GAMESTOP CORP (HLDG CO) CL A,9.14
20200928,36467W109,GME,499879.0,GAMESTOP CORP (HLDG CO) CL A,10.02
20200929,36467W109,GME,295322.0,GAMESTOP CORP (HLDG CO) CL A,10.09
20200930,36467W109,GME,28263.0,GAMESTOP CORP (HLDG CO) CL A,10.35
20201001,36467W109,GME,380564.0,GAMESTOP CORP (HLDG CO) CL A,10.20
20201002,36467W109,GME,198726.0,GAMESTOP CORP (HLDG CO) CL A,9.77
20201005,36467W109,GME,77344.0,GAMESTOP CORP (HLDG CO) CL A,9.39
20201006,36467W109,GME,45728.0,GAMESTOP CORP (HLDG CO) CL A,9.46
20201007,36467W109,GME,2112.0,GAMESTOP CORP (HLDG CO) CL A,9.13
20201008,36467W109,GME,43355.0,GAMESTOP CORP (HLDG CO) CL A,9.36
20201009,36467W109,GME,287410.0,GAMESTOP CORP (HLDG CO) CL A,13.49
20201013,36467W109,GME,3210148.0,GAMESTOP CORP (HLDG CO) CL A,11.80
20201014,36467W109,GME,1020779.0,GAMESTOP CORP (HLDG CO) CL A,11.88
20201015,36467W109,GME,81962.0,GAMESTOP CORP (HLDG CO) CL A,12.25
20201016,36467W109,GME,42481.0,GAMESTOP CORP (HLDG CO) CL A,13.83
20201019,36467W109,GME,139512.0,GAMESTOP CORP (HLDG CO) CL A,13.31
20201020,36467W109,GME,210863.0,GAMESTOP CORP (HLDG CO) CL A,13.91
20201021,36467W109,GME,19853.0,GAMESTOP CORP (HLDG CO) CL A,13.86
20201022,36467W109,GME,168358.0,GAMESTOP CORP (HLDG CO) CL A,14.10
20201023,36467W109,GME,144317.0,GAMESTOP CORP (HLDG CO) CL A,14.91
20201026,36467W109,GME,221129.0,GAMESTOP CORP (HLDG CO) CL A,15.00
20201027,36467W109,GME,254372.0,GAMESTOP CORP (HLDG CO) CL A,13.45
20201028,36467W109,GME,133541.0,GAMESTOP CORP (HLDG CO) CL A,12.69
20201029,36467W109,GME,40619.0,GAMESTOP CORP (HLDG CO) CL A,11.82
20201030,36467W109,GME,11780.0,GAMESTOP CORP (HLDG CO) CL A,11.73
20201102,36467W109,GME,10141.0,GAMESTOP CORP (HLDG CO) CL A,10.47
20201103,36467W109,GME,8353.0,GAMESTOP CORP (HLDG CO) CL A,10.75
20201104,36467W109,GME,16776.0,GAMESTOP CORP (HLDG CO) CL A,11.57
20201105,36467W109,GME,8661.0,GAMESTOP CORP (HLDG CO) CL A,10.91
20201106,36467W109,GME,245253.0,GAMESTOP CORP (HLDG CO) CL A,11.45
20201109,36467W109,GME,110340.0,GAMESTOP CORP (HLDG CO) CL A,11.86
20201110,36467W109,GME,60526.0,GAMESTOP CORP (HLDG CO) CL A,11.49
20201112,36467W109,GME,55047.0,GAMESTOP CORP (HLDG CO) CL A,11.75
20201113,36467W109,GME,15899.0,GAMESTOP CORP (HLDG CO) CL A,11.13
20201116,36467W109,GME,94799.0,GAMESTOP CORP (HLDG CO) CL A,11.01
20201117,36467W109,GME,48023.0,GAMESTOP CORP (HLDG CO) CL A,12.06
20201118,36467W109,GME,19886.0,GAMESTOP CORP (HLDG CO) CL A,11.63
20201119,36467W109,GME,20322.0,GAMESTOP CORP (HLDG CO) CL A,11.57
20201120,36467W109,GME,971.0,GAMESTOP CORP (HLDG CO) CL A,12.46
20201123,36467W109,GME,46998.0,GAMESTOP CORP (HLDG CO) CL A,12.71
20201124,36467W109,GME,535217.0,GAMESTOP CORP (HLDG CO) CL A,13.90
20201125,36467W109,GME,143331.0,GAMESTOP CORP (HLDG CO) CL A,13.67
20201127,36467W109,GME,163516.0,GAMESTOP CORP (HLDG CO) CL A,14.75
20201130,36467W109,GME,21936.0,GAMESTOP CORP (HLDG CO) CL A,16.08
20201201,36467W109,GME,91971.0,GAMESTOP CORP (HLDG CO) CL A,16.56
20201202,36467W109,GME,1061397.0,GAMESTOP CORP (HLDG CO) CL A,15.80
20201203,36467W109,GME,1787191.0,GAMESTOP CORP (HLDG CO) CL A,16.58
20201204,36467W109,GME,999475.0,GAMESTOP CORP (HLDG CO) CL A,16.12
20201207,36467W109,GME,1002379.0,GAMESTOP CORP (HLDG CO) CL A,16.90
20201208,36467W109,GME,872292.0,GAMESTOP CORP (HLDG CO) CL A,16.35
20201209,36467W109,GME,721361.0,GAMESTOP CORP (HLDG CO) CL A,16.94
20201210,36467W109,GME,605975.0,GAMESTOP CORP (HLDG CO) CL A,13.66
20201211,36467W109,GME,880063.0,GAMESTOP CORP (HLDG CO) CL A,14.12
20201214,36467W109,GME,284296.0,GAMESTOP CORP (HLDG CO) CL A,13.31
20201215,36467W109,GME,170655.0,GAMESTOP CORP (HLDG CO) CL A,12.72
20201216,36467W109,GME,10784.0,GAMESTOP CORP (HLDG CO) CL A,13.85
20201217,36467W109,GME,500162.0,GAMESTOP CORP (HLDG CO) CL A,13.85
20201218,36467W109,GME,872523.0,GAMESTOP CORP (HLDG CO) CL A,14.83
20201221,36467W109,GME,619404.0,GAMESTOP CORP (HLDG CO) CL A,15.63
20201222,36467W109,GME,744478.0,GAMESTOP CORP (HLDG CO) CL A,15.53
20201223,36467W109,GME,700507.0,GAMESTOP CORP (HLDG CO) CL A,19.46
20201224,36467W109,GME,839699.0,GAMESTOP CORP (HLDG CO) CL A,20.57
20201228,36467W109,GME,351316.0,GAMESTOP CORP (HLDG CO) CL A,20.15
20201229,36467W109,GME,283294.0,GAMESTOP CORP (HLDG CO) CL A,20.99
20201230,36467W109,GME,648513.0,GAMESTOP CORP (HLDG CO) CL A,19.38
20201231,36467W109,GME,228358.0,GAMESTOP CORP (HLDG CO) CL A,19.26
20210104,36467W109,GME,182269.0,GAMESTOP CORP (HLDG CO) CL A,18.84
20210105,36467W109,GME,490723.0,GAMESTOP CORP (HLDG CO) CL A,17.25
20210106,36467W109,GME,772112.0,GAMESTOP CORP (HLDG CO) CL A,17.37
20210107,36467W109,GME,799328.0,GAMESTOP CORP (HLDG CO) CL A,18.36
20210108,36467W109,GME,555658.0,GAMESTOP CORP (HLDG CO) CL A,18.08
20210111,36467W109,GME,703110.0,GAMESTOP CORP (HLDG CO) CL A,17.69
20210112,36467W109,GME,287730.0,GAMESTOP CORP (HLDG CO) CL A,19.94
20210113,36467W109,GME,662524.0,GAMESTOP CORP (HLDG CO) CL A,19.95
20210114,36467W109,GME,621483.0,GAMESTOP CORP (HLDG CO) CL A,31.40
20210115,36467W109,GME,892653.0,GAMESTOP CORP (HLDG CO) CL A,39.91
20210119,36467W109,GME,1498576.0,GAMESTOP CORP (HLDG CO) CL A,35.50
20210120,36467W109,GME,1007562.0,GAMESTOP CORP (HLDG CO) CL A,39.36
20210121,36467W109,GME,1438994.0,GAMESTOP CORP (HLDG CO) CL A,39.12
20210122,36467W109,GME,273600.0,GAMESTOP CORP (HLDG CO) CL A,43.03
20210125,36467W109,GME,275113.0,GAMESTOP CORP (HLDG CO) CL A,65.01
20210126,36467W109,GME,2099572.0,GAMESTOP CORP (HLDG CO) CL A,76.79
20210127,36467W109,GME,1972862.0,GAMESTOP CORP (HLDG CO) CL A,147.98
20210128,36467W109,GME,1032986.0,GAMESTOP CORP (HLDG CO) CL A,347.51
20210129,36467W109,GME,138179.0,GAMESTOP CORP (HLDG CO) CL A,193.60
20210201,36467W109,GME,10975.0,GAMESTOP CORP (HLDG CO) CL A,325.00
20210202,36467W109,GME,159298.0,GAMESTOP CORP (HLDG CO) CL A,225.00
20210203,36467W109,GME,47564.0,GAMESTOP CORP (HLDG CO) CL A,90.00
20210204,36467W109,GME,88767.0,GAMESTOP CORP (HLDG CO) CL A,92.41
20210205,36467W109,GME,27307.0,GAMESTOP CORP (HLDG CO) CL A,53.50
20210208,36467W109,GME,304.0,GAMESTOP CORP (HLDG CO) CL A,63.77
20210209,36467W109,GME,22796.0,GAMESTOP CORP (HLDG CO) CL A,60.00
20210210,36467W109,GME,99.0,GAMESTOP CORP (HLDG CO) CL A,50.31
20210211,36467W109,GME,1534.0,GAMESTOP CORP (HLDG CO) CL A,51.20
20210212,36467W109,GME,15102.0,GAMESTOP CORP (HLDG CO) CL A,51.10
20210216,36467W109,GME,5218.0,GAMESTOP CORP (HLDG CO) CL A,52.40
20210217,36467W109,GME,52861.0,GAMESTOP CORP (HLDG CO) CL A,49.51
20210218,36467W109,GME,8435.0,GAMESTOP CORP (HLDG CO) CL A,45.94
20210219,36467W109,GME,16734.0,GAMESTOP CORP (HLDG CO) CL A,40.69
20210222,36467W109,GME,1910.0,GAMESTOP CORP (HLDG CO) CL A,40.59
20210223,36467W109,GME,14856.0,GAMESTOP CORP (HLDG CO) CL A,46.00
20210224,36467W109,GME,173307.0,GAMESTOP CORP (HLDG CO) CL A,44.97
20210225,36467W109,GME,29072.0,GAMESTOP CORP (HLDG CO) CL A,91.71
20210226,36467W109,GME,298018.0,GAMESTOP CORP (HLDG CO) CL A,108.73
20210301,36467W109,GME,82708.0,GAMESTOP CORP (HLDG CO) CL A,101.74
20210302,36467W109,GME,26373.0,GAMESTOP CORP (HLDG CO) CL A,120.40
20210303,36467W109,GME,15394.0,GAMESTOP CORP (HLDG CO) CL A,118.18
20210304,36467W109,GME,20176.0,GAMESTOP CORP (HLDG CO) CL A,124.18
20210305,36467W109,GME,33363.0,GAMESTOP CORP (HLDG CO) CL A,132.35
20210308,36467W109,GME,1907.0,GAMESTOP CORP (HLDG CO) CL A,137.74
20210309,36467W109,GME,17382.0,GAMESTOP CORP (HLDG CO) CL A,194.50
20210310,36467W109,GME,22839.0,GAMESTOP CORP (HLDG CO) CL A,246.90
20210311,36467W109,GME,10818.0,GAMESTOP CORP (HLDG CO) CL A,265.00
20210312,36467W109,GME,155658.0,GAMESTOP CORP (HLDG CO) CL A,260.00
20210315,36467W109,GME,46344.0,GAMESTOP CORP (HLDG CO) CL A,264.50
20210316,36467W109,GME,140554.0,GAMESTOP CORP (HLDG CO) CL A,220.14
20210317,36467W109,GME,47597.0,GAMESTOP CORP (HLDG CO) CL A,208.17
20210318,36467W109,GME,32220.0,GAMESTOP CORP (HLDG CO) CL A,209.81
20210319,36467W109,GME,637.0,GAMESTOP CORP (HLDG CO) CL A,201.75
20210322,36467W109,GME,17163.0,GAMESTOP CORP (HLDG CO) CL A,200.27
20210323,36467W109,GME,83058.0,GAMESTOP CORP (HLDG CO) CL A,194.49
20210324,36467W109,GME,38387.0,GAMESTOP CORP (HLDG CO) CL A,181.75
20210325,36467W109,GME,20295.0,GAMESTOP CORP (HLDG CO) CL A,120.34
20210326,36467W109,GME,62109.0,GAMESTOP CORP (HLDG CO) CL A,183.75
20210329,36467W109,GME,86859.0,GAMESTOP CORP (HLDG CO) CL A,181.00
20210330,36467W109,GME,17841.0,GAMESTOP CORP (HLDG CO) CL A,181.30
20210331,36467W109,GME,14031.0,GAMESTOP CORP (HLDG CO) CL A,194.46
20210401,36467W109,GME,25667.0,GAMESTOP CORP (HLDG CO) CL A,189.82
20210405,36467W109,GME,8090.0,GAMESTOP CORP (HLDG CO) CL A,191.45
20210406,36467W109,GME,15799.0,GAMESTOP CORP (HLDG CO) CL A,186.95
20210407,36467W109,GME,85817.0,GAMESTOP CORP (HLDG CO) CL A,184.50
20210408,36467W109,GME,8161.0,GAMESTOP CORP (HLDG CO) CL A,177.97
20210409,36467W109,GME,71528.0,GAMESTOP CORP (HLDG CO) CL A,170.26
20210412,36467W109,GME,1186.0,GAMESTOP CORP (HLDG CO) CL A,158.36
20210413,36467W109,GME,28097.0,GAMESTOP CORP (HLDG CO) CL A,141.09
20210414,36467W109,GME,6015.0,GAMESTOP CORP (HLDG CO) CL A,140.99
20210415,36467W109,GME,36460.0,GAMESTOP CORP (HLDG CO) CL A,166.53
20210416,36467W109,GME,67097.0,GAMESTOP CORP (HLDG CO) CL A,156.44
20210419,36467W109,GME,2572.0,GAMESTOP CORP (HLDG CO) CL A,154.69
20210420,36467W109,GME,88599.0,GAMESTOP CORP (HLDG CO) CL A,164.37
20210422,36467W109,GME,15959.0,GAMESTOP CORP (HLDG CO) CL A,158.51
20210423,36467W109,GME,23180.0,GAMESTOP CORP (HLDG CO) CL A,151.17
20210426,36467W109,GME,3862.0,GAMESTOP CORP (HLDG CO) CL A,151.18
20210427,36467W109,GME,49719.0,GAMESTOP CORP (HLDG CO) CL A,168.93
20210428,36467W109,GME,50238.0,GAMESTOP CORP (HLDG CO) CL A,177.77
20210429,36467W109,GME,9249.0,GAMESTOP CORP (HLDG CO) CL A,178.58
20210430,36467W109,GME,14143.0,GAMESTOP CORP (HLDG CO) CL A,176.19
20210503,36467W109,GME,8368.0,GAMESTOP CORP (HLDG CO) CL A,173.59
20210504,36467W109,GME,15693.0,GAMESTOP CORP (HLDG CO) CL A,162.20
20210505,36467W109,GME,14934.0,GAMESTOP CORP (HLDG CO) CL A,160.73
20210506,36467W109,GME,621.0,GAMESTOP CORP (HLDG CO) CL A,159.48
20210507,36467W109,GME,25878.0,GAMESTOP CORP (HLDG CO) CL A,161.01
20210510,36467W109,GME,28012.0,GAMESTOP CORP (HLDG CO) CL A,161.11
20210511,36467W109,GME,11910.0,GAMESTOP CORP (HLDG CO) CL A,143.22
20210512,36467W109,GME,38690.0,GAMESTOP CORP (HLDG CO) CL A,146.92
20210513,36467W109,GME,42923.0,GAMESTOP CORP (HLDG CO) CL A,144.79
20210514,36467W109,GME,7455.0,GAMESTOP CORP (HLDG CO) CL A,164.50
20210517,36467W109,GME,59285.0,GAMESTOP CORP (HLDG CO) CL A,159.92
20210518,36467W109,GME,27403.0,GAMESTOP CORP (HLDG CO) CL A,180.60
20210519,36467W109,GME,17804.0,GAMESTOP CORP (HLDG CO) CL A,180.67
20210520,36467W109,GME,75521.0,GAMESTOP CORP (HLDG CO) CL A,168.83
20210521,36467W109,GME,27904.0,GAMESTOP CORP (HLDG CO) CL A,170.49
20210524,36467W109,GME,47904.0,GAMESTOP CORP (HLDG CO) CL A,176.79
20210525,36467W109,GME,18835.0,GAMESTOP CORP (HLDG CO) CL A,180.01
20210526,36467W109,GME,749.0,GAMESTOP CORP (HLDG CO) CL A,209.43
20210527,36467W109,GME,18598.0,GAMESTOP CORP (HLDG CO) CL A,242.56
20210528,36467W109,GME,52275.0,GAMESTOP CORP (HLDG CO) CL A,254.13
20210601,36467W109,GME,8598.0,GAMESTOP CORP (HLDG CO) CL A,222.00
20210602,36467W109,GME,905.0,GAMESTOP CORP (HLDG CO) CL A,249.02
20210603,36467W109,GME,17858.0,GAMESTOP CORP (HLDG CO) CL A,282.24
20210604,36467W109,GME,4273.0,GAMESTOP CORP (HLDG CO) CL A,258.18
20210607,36467W109,GME,2037.0,GAMESTOP CORP (HLDG CO) CL A,248.36
20210608,36467W109,GME,2634.0,GAMESTOP CORP (HLDG CO) CL A,280.01
20210609,36467W109,GME,30313.0,GAMESTOP CORP (HLDG CO) CL A,300.00
20210610,36467W109,GME,278.0,GAMESTOP CORP (HLDG CO) CL A,302.56
20210611,36467W109,GME,48710.0,GAMESTOP CORP (HLDG CO) CL A,220.39
20210614,36467W109,GME,105712.0,GAMESTOP CORP (HLDG CO) CL A,233.34
20210616,36467W109,GME,3869.0,GAMESTOP CORP (HLDG CO) CL A,222.50
20210617,36467W109,GME,8690.0,GAMESTOP CORP (HLDG CO) CL A,222.97
20210618,36467W109,GME,462852.0,GAMESTOP CORP (HLDG CO) CL A,223.59
20210621,36467W109,GME,13632.0,GAMESTOP CORP (HLDG CO) CL A,213.82
20210622,36467W109,GME,25276.0,GAMESTOP CORP (HLDG CO) CL A,200.37
20210623,36467W109,GME,89304.0,GAMESTOP CORP (HLDG CO) CL A,220.40
20210624,36467W109,GME,1853.0,GAMESTOP CORP (HLDG CO) CL A,219.34
20210625,36467W109,GME,26507.0,GAMESTOP CORP (HLDG CO) CL A,212.31
20210628,36467W109,GME,134659.0,GAMESTOP CORP (HLDG CO) CL A,209.51
20210629,36467W109,GME,346542.0,GAMESTOP CORP (HLDG CO) CL A,213.25
20210630,36467W109,GME,6246.0,GAMESTOP CORP (HLDG CO) CL A,210.88
20210701,36467W109,GME,313200.0,GAMESTOP CORP (HLDG CO) CL A,214.14
20210702,36467W109,GME,11302.0,GAMESTOP CORP (HLDG CO) CL A,204.36
20210706,36467W109,GME,4288.0,GAMESTOP CORP (HLDG CO) CL A,202.83
20210707,36467W109,GME,2934.0,GAMESTOP CORP (HLDG CO) CL A,199.56
20210709,36467W109,GME,466.0,GAMESTOP CORP (HLDG CO) CL A,191.38
20210712,36467W109,GME,18240.0,GAMESTOP CORP (HLDG CO) CL A,191.23
20210713,36467W109,GME,1852.0,GAMESTOP CORP (HLDG CO) CL A,189.25
20210714,36467W109,GME,4599.0,GAMESTOP CORP (HLDG CO) CL A,180.06
20210716,36467W109,GME,7971.0,GAMESTOP CORP (HLDG CO) CL A,166.82
20210719,36467W109,GME,9986.0,GAMESTOP CORP (HLDG CO) CL A,169.04
20210720,36467W109,GME,24781.0,GAMESTOP CORP (HLDG CO) CL A,173.49
20210721,36467W109,GME,38351.0,GAMESTOP CORP (HLDG CO) CL A,191.18
20210722,36467W109,GME,33070.0,GAMESTOP CORP (HLDG CO) CL A,185.81
20210723,36467W109,GME,36436.0,GAMESTOP CORP (HLDG CO) CL A,178.85
20210726,36467W109,GME,7907.0,GAMESTOP CORP (HLDG CO) CL A,180.36
20210727,36467W109,GME,25789.0,GAMESTOP CORP (HLDG CO) CL A,183.94
20210728,36467W109,GME,3252.0,GAMESTOP CORP (HLDG CO) CL A,178.54
20210729,36467W109,GME,613.0,GAMESTOP CORP (HLDG CO) CL A,169.12
20210730,36467W109,GME,229665.0,GAMESTOP CORP (HLDG CO) CL A,164.86
20210803,36467W109,GME,3076.0,GAMESTOP CORP (HLDG CO) CL A,157.65
20210804,36467W109,GME,98855.0,GAMESTOP CORP (HLDG CO) CL A,152.75
20210805,36467W109,GME,1316894.0,GAMESTOP CORP (HLDG CO) CL A,146.80
20210806,36467W109,GME,315331.0,GAMESTOP CORP (HLDG CO) CL A,153.44
20210809,36467W109,GME,74406.0,GAMESTOP CORP (HLDG CO) CL A,151.77
20210810,36467W109,GME,74871.0,GAMESTOP CORP (HLDG CO) CL A,161.13
20210811,36467W109,GME,6624.0,GAMESTOP CORP (HLDG CO) CL A,159.05
20210812,36467W109,GME,125.0,GAMESTOP CORP (HLDG CO) CL A,158.78
20210813,36467W109,GME,1227.0,GAMESTOP CORP (HLDG CO) CL A,162.35
20210816,36467W109,GME,22314.0,GAMESTOP CORP (HLDG CO) CL A,162.52
20210817,36467W109,GME,2020.0,GAMESTOP CORP (HLDG CO) CL A,163.93
20210818,36467W109,GME,28465.0,GAMESTOP CORP (HLDG CO) CL A,163.55
20210819,36467W109,GME,15291.0,GAMESTOP CORP (HLDG CO) CL A,157.05
20210820,36467W109,GME,4821.0,GAMESTOP CORP (HLDG CO) CL A,152.90
20210823,36467W109,GME,1723.0,GAMESTOP CORP (HLDG CO) CL A,159.30
20210824,36467W109,GME,7278.0,GAMESTOP CORP (HLDG CO) CL A,164.89
20210825,36467W109,GME,2363.0,GAMESTOP CORP (HLDG CO) CL A,210.29
20210826,36467W109,GME,10983.0,GAMESTOP CORP (HLDG CO) CL A,199.65
20210830,36467W109,GME,21332.0,GAMESTOP CORP (HLDG CO) CL A,204.95
20210831,36467W109,GME,93073.0,GAMESTOP CORP (HLDG CO) CL A,209.20
20210901,36467W109,GME,956.0,GAMESTOP CORP (HLDG CO) CL A,218.24
20210902,36467W109,GME,3330.0,GAMESTOP CORP (HLDG CO) CL A,212.97
20210903,36467W109,GME,14295.0,GAMESTOP CORP (HLDG CO) CL A,213.52
20210907,36467W109,GME,9129.0,GAMESTOP CORP (HLDG CO) CL A,202.75
20210908,36467W109,GME,96.0,GAMESTOP CORP (HLDG CO) CL A,199.00
20210909,36467W109,GME,544.0,GAMESTOP CORP (HLDG CO) CL A,198.80
20210910,36467W109,GME,4836.0,GAMESTOP CORP (HLDG CO) CL A,199.18
20210913,36467W109,GME,3751.0,GAMESTOP CORP (HLDG CO) CL A,190.41
20210914,36467W109,GME,7135.0,GAMESTOP CORP (HLDG CO) CL A,203.40
20210915,36467W109,GME,12865.0,GAMESTOP CORP (HLDG CO) CL A,199.24
20210916,36467W109,GME,3269.0,GAMESTOP CORP (HLDG CO) CL A,204.52
20210917,36467W109,GME,4387.0,GAMESTOP CORP (HLDG CO) CL A,206.37
20210920,36467W109,GME,24628.0,GAMESTOP CORP (HLDG CO) CL A,204.97
20210921,36467W109,GME,347171.0,GAMESTOP CORP (HLDG CO) CL A,192.20
20210922,36467W109,GME,103.0,GAMESTOP CORP (HLDG CO) CL A,189.95
20210923,36467W109,GME,1146.0,GAMESTOP CORP (HLDG CO) CL A,190.14
20210924,36467W109,GME,699.0,GAMESTOP CORP (HLDG CO) CL A,191.24
20210927,36467W109,GME,10819.0,GAMESTOP CORP (HLDG CO) CL A,185.16
20210928,36467W109,GME,4718.0,GAMESTOP CORP (HLDG CO) CL A,189.48
20210929,36467W109,GME,12315.0,GAMESTOP CORP (HLDG CO) CL A,178.60
20210930,36467W109,GME,10206.0,GAMESTOP CORP (HLDG CO) CL A,175.92
20211001,36467W109,GME,11517.0,GAMESTOP CORP (HLDG CO) CL A,175.47
20211004,36467W109,GME,22923.0,GAMESTOP CORP (HLDG CO) CL A,176.91
20211006,36467W109,GME,2419.0,GAMESTOP CORP (HLDG CO) CL A,172.18
20211007,36467W109,GME,1436.0,GAMESTOP CORP (HLDG CO) CL A,171.07
20211008,36467W109,GME,3369.0,GAMESTOP CORP (HLDG CO) CL A,172.12
20211012,36467W109,GME,43995.0,GAMESTOP CORP (HLDG CO) CL A,178.10
20211013,36467W109,GME,213285.0,GAMESTOP CORP (HLDG CO) CL A,175.82
20211014,36467W109,GME,4528.0,GAMESTOP CORP (HLDG CO) CL A,184.06
20211015,36467W109,GME,28804.0,GAMESTOP CORP (HLDG CO) CL A,183.83
20211018,36467W109,GME,54587.0,GAMESTOP CORP (HLDG CO) CL A,183.28
20211019,36467W109,GME,17453.0,GAMESTOP CORP (HLDG CO) CL A,186.02
20211020,36467W109,GME,6907.0,GAMESTOP CORP (HLDG CO) CL A,186.79
20211021,36467W109,GME,18671.0,GAMESTOP CORP (HLDG CO) CL A,184.52
20211022,36467W109,GME,5680.0,GAMESTOP CORP (HLDG CO) CL A,181.71
20211025,36467W109,GME,11251.0,GAMESTOP CORP (HLDG CO) CL A,169.80
20211027,36467W109,GME,67280.0,GAMESTOP CORP (HLDG CO) CL A,177.84
20211028,36467W109,GME,11310.0,GAMESTOP CORP (HLDG CO) CL A,173.51
20211029,36467W109,GME,5592.0,GAMESTOP CORP (HLDG CO) CL A,182.85
20211101,36467W109,GME,17806.0,GAMESTOP CORP (HLDG CO) CL A,183.51
20211102,36467W109,GME,1237.0,GAMESTOP CORP (HLDG CO) CL A,200.09
20211103,36467W109,GME,24816.0,GAMESTOP CORP (HLDG CO) CL A,206.99
20211104,36467W109,GME,29456.0,GAMESTOP CORP (HLDG CO) CL A,218.33
20211105,36467W109,GME,9177.0,GAMESTOP CORP (HLDG CO) CL A,217.84
20211108,36467W109,GME,16954.0,GAMESTOP CORP (HLDG CO) CL A,213.25
20211109,36467W109,GME,18647.0,GAMESTOP CORP (HLDG CO) CL A,218.64
20211110,36467W109,GME,6438.0,GAMESTOP CORP (HLDG CO) CL A,206.60
20211115,36467W109,GME,433.0,GAMESTOP CORP (HLDG CO) CL A,202.10
20211116,36467W109,GME,3016.0,GAMESTOP CORP (HLDG CO) CL A,209.14
20211117,36467W109,GME,54298.0,GAMESTOP CORP (HLDG CO) CL A,207.18
20211118,36467W109,GME,1835.0,GAMESTOP CORP (HLDG CO) CL A,210.00
20211119,36467W109,GME,3351.0,GAMESTOP CORP (HLDG CO) CL A,210.12
20211122,36467W109,GME,10431.0,GAMESTOP CORP (HLDG CO) CL A,228.80
20211123,36467W109,GME,71831.0,GAMESTOP CORP (HLDG CO) CL A,247.55
20211124,36467W109,GME,4339.0,GAMESTOP CORP (HLDG CO) CL A,213.90
20211126,36467W109,GME,427.0,GAMESTOP CORP (HLDG CO) CL A,211.78
20211130,36467W109,GME,1120.0,GAMESTOP CORP (HLDG CO) CL A,202.01
20211203,36467W109,GME,7058.0,GAMESTOP CORP (HLDG CO) CL A,181.56
20211206,36467W109,GME,12942.0,GAMESTOP CORP (HLDG CO) CL A,172.39
20211207,36467W109,GME,122983.0,GAMESTOP CORP (HLDG CO) CL A,167.12
20211208,36467W109,GME,12358.0,GAMESTOP CORP (HLDG CO) CL A,177.81
20211209,36467W109,GME,3935.0,GAMESTOP CORP (HLDG CO) CL A,173.65
20211210,36467W109,GME,2747.0,GAMESTOP CORP (HLDG CO) CL A,155.76
20211213,36467W109,GME,92710.0,GAMESTOP CORP (HLDG CO) CL A,159.01
